Odo,E,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,,2.5,2.0,"Below Deck: Increase Critical Damage against Solo Armadas; Officer: Increase Armor, Shield Deflection and Dodge against Solo Armadas"
One Of Eleven,R,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,Officer: Protected Cargo buff
Origins Burnham,U,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Origins Saru,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Origins Stamets,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Otto,U,5.0,5.0,4.0,5.0,5.0,4.5,5.0,4.0,4.0,4.0,5.0,4.0,4.0,Do not bother with this officer
Pan,R,2.0,2.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,Captain: Speed Officer with very good Synergy; Officer: terrible ability
Paul Stamets,R,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.5,Captain: Discovery only ability; Officer: terrible useless
Phlox,E,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,"Below Deck: Increases the efficiency of charging the Borg Cube's Cutting Beam; Officer: On combat start, reduces the opponent's Critical Hit Chance"
PIC Admiral Picard,E,3.0,3.0,4.0,4.0,,3.5,3.0,3.0,4.0,4.0,,3.5,3.5,Captain: Very good chance of placing Morale for 3 rounds; Officer: Large increase in damage when fighting Explorers
PIC Beverly Crusher,R,1.0,2.0,2.0,1.0,,1.5,1.0,2.0,2.0,2.0,,1.5,1.5,Below Decks: Increases borken parts dropped by hostiles; Officer: Increases crit damge every time you are hit. Increase stacks.
PIC Hugh,E,,3.0,2.0,3.0,,2.5,,2.0,2.0,2.0,,2.0,2.0,"Below Decks: At the beginning of each round of combat Hugh repairs a percentage of the hull health damage taken in the previous round; Officer: Increase the amount of raw Ore, Crystal and Gas collected while mining with any ship"
PIC Riker,E,,3.0,3.0,4.0,,3.0,,3.0,4.0,4.0,,3.5,3.0,Captain: Very good chance of placing Burning for 3 rounds; Officer: Large increase in damage when fighting Battleships
PIC Worf,E,,3.0,3.0,4.0,,3.0,,3.0,4.0,4.0,,3.5,3.0,Captain: Very good chance of placing Hull Breach for 3 rounds; Officer: Large increase in damage when fighting Interceptors
Pike,E,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.5,"Captain: ONLY Combat abilities , you can do ALOT with him ; most popular for Cpt. Pike + Moreau + Chen"
Pon,R,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,,2.0,1.5,Captain: Change to delat opponents weapons by 3 rounds in PvP when on Explorer; Significant increase to Crit Chance for 3 rounds in PvP when on an Explorer
Qa'Ug,U,5.0,4.0,5.0,5.0,5.0,4.5,5.0,3.0,4.0,4.0,5.0,4.0,4.0,Do not bother with this officer
Quark,E,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.5,1.0,"Captain: Good Protected Cargo; Officer: Good mining booster, similar to 10 of 11."
Reginald Barclay,E,3.0,2.0,3.0,2.0,4.0,2.5,4.0,2.0,3.0,2.0,5.0,3.0,2.5,Below Decks: Increases protected cargo; Officer: Increase base defense of all officers by a small percentage
Rima,R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.5,4.5,Do not bother with this officer
Ro Mudd,R,5.0,4.0,5.0,5.0,5.0,4.5,5.0,4.0,4.0,4.0,5.0,4.0,4.0,Captain: useless; Officer: you really should max her to get the 60% chance to activate
Rom,E,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.0,"Captain: During base attacks, delays ALL opponents weapons by 1 round; Officer: Increased the number of all shots for whole battle"
Rukor,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Sam Rutherford,R,2.0,2.0,1.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,2.0,2.0,1.5,Below Decks: Increase Shield Health; Officer: Small increase to mitigation
Saru,R,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.5,"Captain & Officer; PvP only, can kill criticals against you. Damage reduction is very small"
Scotty,U,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Sela,E,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,Captain: Boost to critical when cloaked; Officer: Reduces opponent player's crit chance with every hit. Great anti Khan or Hon. Worf
Sesha,C,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.5,"Captain: good effect, but hard to trigger; Officer: if maxed +90% critical damage is pretty usefull against Ecplise"
Seven Of Eleven,R,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,"Captain: vs. Borg Probes only - very powerful, recommended on Vidar Tier 7 + top weapon upgrade"
Seven Of Nine,E,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,Below Decks: Increases Isolitic Cascade damage against players; Officer: Increase Critical Damage against Armadas
Severus,U,5.0,4.0,5.0,5.0,5.0,4.5,5.0,3.0,5.0,5.0,5.0,4.5,4.5,"Captain & Officer; needs your own ship to ""Burn"", almost never happens - Captain Bug , PvP opponent respawns"
Shaxs,E,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,"Below Decks: On round start, Increases iso defence against players if on an Explorer with Morale; Officer: On round start, if on battleship and enemy player is burning, increase iso cascade for 1 round."
Shev,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Captain: small tritanium loot increase; Officer: small Damage buff
Shran,R,,3.0,4.0,4.0,,3.5,,3.0,4.0,4.0,,3.5,3.5,Below Deck: Increases Crystal mining speed; Officer: Increases Warp Speed
Six Of Eleven,E,3.0,3.0,3.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,2.5,Captain: useless; Officer: good vs Armadas - needs good attack stats
SNW Hemmer,E,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,Below Decks: Increases Health of all officers; Officer: **Changed** Great increase in mitigation against Survey hostiles
SNW James Kirk,E,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,Captain: Reduces Shield mitigation against non-armada hostiles; Officer: Increases Weapon Damage against non-armada hostiles.
SNW La'an,R,2.0,2.0,1.0,2.0,2.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Below Decks: Increase ship's base max cargo; Officer; Increase Warp Speed
SNW M'Benga,E,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,Captain: Increases mitigsation by a percentage of Health against non-armafa hostiles; Officer: Increases shield hit points every round against non-armada targets
SNW Nurse Chapel,R,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,"Below Decks: At start of combat, increases Isolitic cascade versus non-armada hostiles ;Officer: Increases Volatile Isomatter from Gorn hostiles"
SNW Ortegas,R,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Captain: Increases critical hit chance against hostiles; Officer: Great increase in mitigation against Explorers hostiles when in an Battleship
SNW Pelia,R,,1.0,2.0,3.0,,2.0,,1.0,1.0,2.0,,1.0,1.5,Below Deck: Increases Isolytic Defence; Officer: Reduces Isolytic Damage from non-armada Hostiles
SNW Pike,E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Captain: Increase shield mitigation when fighting hostiles; Officer: Decreases hostile shield mitigation
SNW Sam Kirk,E,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,Captain: Reduceds enemy Shield Hitpoints against non-armada hostiles; Officer: Increases Critical Damage against non-armada hostiles
SNW Spock,R,1.0,3.0,1.0,1.0,2.0,1.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Captain: Decrease critical hit chance of hostiles; Officer: Great increase in mitigation against Interceptor hostiles when in an Explorer
SNW Uhura,R,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Captain: Increases critical hit damage against hostiles; Officer: Great increase in mitigation against Battleship hostiles when in an Interceptor
SNW Una,E,3.0,3.0,5.0,4.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,4.0,3.5,"Captain: When fighting hostiles, increase base weapon damage; Officer: Increase impulse speed"
Spock,R,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,"Captain: small Base Accuracy increase each round; Officer: should be atleast Rank 3,  needs ALOT of Defense"
Stonn,R,2.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,2.0,1.0,1.0,1.5,1.5,Officer: only officer that can increase the total Cargo Hold
Strike Team La'an,E,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,4.0,,2.0,1.5,Captain: Increases number of shots on battleship when fighting burning target; Officer: Inflicts burning when hitting with a battleship
Strike Team Ortegas,R,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,,1.5,1.0,Captain: Inflicts burning when shot by an explorer; Officer: Chance to delay opponets shot in PvP
Strike Team Una,R,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,,1.5,1.0,Captain: Increases all officer stats when fighting player explorers; Officer: Decreases opponents shield mitigation in PvP when on a battleship.
Sulu,U,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Captain: unreliable Morale source; Officer: only small energy damage increase
T'Laan,C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Officer: Kinetic Dmg reduction (Interceptor & Battleships) - Combo:  Cpt. Pike + Moreau + T'laan (max)
T'Pol,R,,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,,4.0,4.0,Below Decks: Increases Ore mining rate; Officer: Increases protected cargo
T'Pring,R,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,Officer: best Protected Cargo boost in game
Tal,R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,"Captain: tiny dmg buff ; Officer: remove hull, when your opponent Is burning"
Tasha Yar,R,3.0,3.0,4.0,3.0,5.0,3.5,3.0,3.0,3.0,3.0,5.0,3.0,3.0,"Captain: Eliminates critical chance on yellow bosses; Officer: Increases damage, might be good with Picard/Bev combo."
Ten Of Eleven,E,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.5,1.0,Universal mining officer - must have!
The Doctor,E,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,"Below Decks: Increases resources dropped by hostiles, including rep; Officer Ability: Increases mitigation when hit by non-player target including armadas."
Three Of Eleven,E,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Captain: Better version of T'Pring's Gas bonus; Officer: At rank 1 already better than a maxed T'Pring.
Tilly,U,5.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.5,3.5,Captain: bad one time shield effect; Officer: To be useful - this ability has to trigger 20 to 40 times
Tiza,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.5,4.5,Do not bother with this officer
Toli,R,,,,,,,,,,,,,,Below Deck: Increases warp speed; Officer: Decreases Armada and Invading Entities mitigation by percentage of officer Defense.
Tom Paris,R,,2.0,3.0,3.0,,2.5,,2.0,2.0,2.0,,2.0,2.0,Below Deck: Increase mitigation stats against non-player hostiles and armadas at the start of battle by % of Defense; Officer: Increases Critical Damage for 1 round when hit by non-player hostile or armada.
Tomalak,R,5.0,5.0,5.0,5.0,4.0,4.5,4.0,4.0,4.0,4.0,3.0,3.5,4.0,Captain: tiny boost to penetration stats for cloaked ships; Officer: Second Anti-Klingon Officer - only use when maxed
TOS Chekov,R,4.0,4.0,4.0,4.0,3.0,3.5,4.0,3.0,3.0,3.0,4.0,3.0,3.0,"Limited use officer, TC takeover limited"
TOS Kirk,E,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.5,"Captain: stacking energy damage buff, depends heavily on your DEFENSE stats; Officer: second best Moral source"
TOS McCoy,R,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,2.5,2.5,Both abilities are not Morale triggered and a straight addition to stats
TOS Scotty,R,2.0,4.0,1.0,3.0,3.0,2.5,4.0,3.0,4.0,4.0,5.0,4.0,3.0,"Interesting help on warp range on explorers only, otherwise limited in use... one side of double bar synergy and max rank cadet scotty gives the largest boost to warp range."
TOS Spock,E,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.5,3.0,"Captain: terrible shield restore (base defense only!); Officer: a PvP version of Gaila, maybe usefull at max Rank."
TOS Sulu,R,3.0,2.0,2.0,2.0,5.0,2.5,3.0,2.0,2.0,2.0,4.0,2.5,2.5,Crit boost upto 15% (max tier) is a respectable value to help trigger crits (is not cumulative)
TOS Uhura,R,3.0,2.0,1.0,2.0,1.0,1.5,3.0,2.0,1.0,2.0,1.0,1.5,1.5,Captain: preventing critical against you (PvP only); Officer: getting more damage through the shields (PvP only)
Trip Tucker,E,,3.0,2.0,2.0,,2.0,,2.0,2.0,2.0,,2.0,2.0,Below Deck: Increase loot from Hirogen and Species 8472; Officer: Reduces opponents Crit Damage when you take damage.
Tuvok,R,,2.0,1.0,1.0,,1.0,,2.0,2.0,2.0,,2.0,1.5,Below Deck: Increases Voyager's MAx Cargo; Officer: Increases the amount of Artifact Tokens gained from Formation Armadas
Two Of Eleven,R,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.5,1.0,Captain: Only the 2nd officer that increases Cargo Capacity; Officer: Good 3* and 4* mining boost!
Tyler,R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.5,1.0,Captain: Capture Node only; Officer: probably one of the best Damage booster in game
Uhura,R,4.0,4.0,3.0,4.0,4.0,3.5,3.0,3.0,2.0,2.0,3.0,2.5,3.0,Captain: one time use only; Officer: low base value increase
Vartoq,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Vel,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Vella,U,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Vemet,R,2.0,2.0,2.0,2.0,1.0,1.5,3.0,3.0,3.0,3.0,4.0,3.0,2.0,Captain: respawns your ship up to 3 times; Officer: Combine with Georgiou to remove every single round
Vixis,U,5.0,5.0,5.0,4.0,5.0,4.5,5.0,5.0,5.0,4.0,5.0,4.5,4.5,Do not bother with this officer
Wesley Crusher,R,3.0,3.0,4.0,3.0,5.0,3.5,4.0,3.0,3.0,3.0,5.0,3.5,3.5,Captain: +damage (vs. everything) increase applies once!; Officer: Self stat boost - Bug - Does not work at all
Weyoun,E,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,4.0,,2.5,1.5,Captain: 100% chance of morale with full synergy in PvP when on an Explorer; Increase weapon shots in PvP when on an Explorer.
William T. Riker,E,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,3.5,2.0,Captain: Cumulative damage to armadas; Officer: Increase to damage against Federation Hostiles and Armadas
Worf,R,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.5,4.0,"Captain: Limited use; Officer: Not as strong as Beverly, similar to Moreau but increases your mitigation, rather than decreasing hostile's penetration."
Woteln,U,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Captain: very small damage increase; Officer: very small Dodge increase
Yan'Agh,U,4.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,3.5,Captain: do not bother; Officer: get him to max before use
Yuki,R,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,Captain: the best shield removel ability in game; Officer: anti romulan damage - get her to max
Zahra,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Do not bother with this officer
Zhou,U,4.0,4.0,4.0,3.0,3.0,3.5,2.0,2.0,2.0,2.0,4.0,2.0,2.5,"Officer: increases your Defense Mitigation with Defense - perfect fit with Kirk + Spock, max him quickly!"
,,,,,,,,,,,,,,,
